Name,Building Families' Capacity as their Child's Primary Advocate,Building Families' Capacity as their Child's Primary Teacher,Inclusive Leadership,Outreach to Parents,Parent Involvement in School,Parent-Principal Trust,Parent-Teacher Trust,Strong Relationships,Two-Way Communication
19K907 - Legacy School of the Arts,,,86.0,83.0,71.0,84.0,87.0,,
19K938 - P.S. 938,88.0,100.0,100.0,98.0,93.0,100.0,99.0,100.0,100.0
19K953 - The East New York Arts and Civics High School,,,95.0,94.0,80.0,96.0,98.0,,
20K030 - P.S./I.S. 30 Mary White Ovington,,,94.0,91.0,84.0,94.0,93.0,,
20K048 - P.S. 048 Mapleton,90.0,100.0,93.0,96.0,84.0,95.0,97.0,100.0,100.0
20K062 - J.H.S. 062 Ditmas,,,94.0,87.0,70.0,95.0,92.0,,
20K069 - P.S. 69 Vincent D. Grippo School,,,99.0,97.0,89.0,99.0,98.0,,
20K102 - P.S. 102 The Bayview,,,90.0,93.0,85.0,93.0,95.0,,
20K104 - P.S./I.S. 104 The Fort Hamilton School,,,90.0,89.0,86.0,93.0,90.0,,
20K105 - P.S. 105 The Blythebourne,,,99.0,99.0,91.0,99.0,99.0,,
20K112 - P.S. 112 Lefferts Park,57.0,86.0,97.0,95.0,86.0,96.0,96.0,86.0,71.0
20K127 - P.S. 127 Mckinley Park,,,96.0,96.0,88.0,98.0,97.0,,
20K160 - P.S. 160 William T. Sampson,,,98.0,97.0,86.0,98.0,98.0,,
20K163 - P.S. 163 Bath Beach,,,95.0,95.0,79.0,97.0,97.0,,
20K164 - P.S. 164 Caesar Rodney,86.0,82.0,69.0,65.0,76.0,63.0,67.0,88.0,78.0
20K170 - Ralph A. Fabrizio School,,,99.0,99.0,95.0,99.0,99.0,,
20K176 - P.S. 176 Ovington,,,97.0,95.0,87.0,97.0,97.0,,
20K179 - P.S. 179 Kensington,,,96.0,96.0,88.0,98.0,96.0,,
20K180 - The SEEALL Academy,100.0,96.0,96.0,94.0,78.0,97.0,96.0,100.0,100.0
20K185 - P.S. 185 Walter Kassenbrock,,,92.0,92.0,89.0,92.0,94.0,,
20K186 - P.S. 186 Dr. Irving A Gladstone,,,97.0,96.0,91.0,98.0,97.0,,
20K187 - The Christa McAuliffe School\I.S. 187,,,97.0,94.0,79.0,99.0,96.0,,
20K192 - P.S. 192 - The Magnet School for Math and Science Inquiry,67.0,83.0,97.0,95.0,86.0,96.0,95.0,100.0,90.0
20K200 - P.S. 200 Benson School,,,96.0,96.0,87.0,97.0,98.0,,
20K201 - The Madeleine Brennan School,,,94.0,91.0,65.0,96.0,94.0,,
20K204 - P.S. 204 Vince Lombardi,,,97.0,97.0,86.0,98.0,98.0,,
20K205 - P.S. 205 Clarion,81.0,96.0,97.0,96.0,88.0,98.0,98.0,94.0,100.0
20K220 - J.H.S. 220 John J. Pershing,,,95.0,95.0,74.0,97.0,96.0,,
20K223 - J.H.S. 223 The Montauk,,,92.0,86.0,62.0,93.0,90.0,,
20K227 - J.H.S. 227 Edward B. Shallow,,,94.0,89.0,62.0,95.0,93.0,,
20K229 - P.S. 229 Dyker,85.0,100.0,92.0,93.0,85.0,93.0,95.0,95.0,95.0
20K247 - P.S. 247 Brooklyn,,,99.0,97.0,89.0,100.0,98.0,,
20K259 - J.H.S. 259 William McKinley,,,95.0,90.0,67.0,96.0,94.0,,
20K264 - P.S. 264 Bay Ridge Elementary School For The Arts,,,93.0,95.0,89.0,93.0,96.0,,
20K310 - The School For Future Leaders,,,98.0,98.0,90.0,99.0,99.0,,
20K445 - New Utrecht High School,,,94.0,91.0,63.0,95.0,95.0,,
20K485 - High School of Telecommunication Arts and Technology,,,93.0,88.0,67.0,96.0,92.0,,
20K490 - Fort Hamilton High School,,,93.0,87.0,53.0,94.0,90.0,,
20K503 - P.S. 503: The School of Discovery,,,95.0,96.0,94.0,95.0,96.0,,
20K505 - Franklin Delano Roosevelt High School,,,92.0,88.0,59.0,93.0,91.0,,
20K506 - P.S. 506: The School of Journalism & Technology,,,97.0,93.0,83.0,96.0,98.0,,
20K609 - Urban Assembly School for Leadership and Empowerment,,,88.0,92.0,70.0,91.0,95.0,,
20K682 - The Academy of Talented Scholars,,,95.0,95.0,93.0,98.0,96.0,,
20K686 - Brooklyn School of Inquiry,,,88.0,84.0,88.0,88.0,89.0,,
20K748 - P.S. 748 Brooklyn School for Global Scholars,,,98.0,97.0,90.0,98.0,98.0,,
20K936 - MS 936 Arts Off 3rd,,,97.0,93.0,84.0,97.0,96.0,,
20K939 - Sunset School of Cultural Learning,,,98.0,97.0,91.0,98.0,97.0,,
"20K971 - School of Math, Science, and Healthy Living",,,97.0,97.0,92.0,98.0,98.0,,
21K090 - P.S. 90 Edna Cohen School,,,95.0,94.0,90.0,94.0,96.0,,
21K095 - P.S. 095 The Gravesend,88.0,94.0,97.0,94.0,89.0,96.0,95.0,100.0,100.0
21K096 - I.S. 096 Seth Low,,,98.0,95.0,81.0,97.0,97.0,,
21K097 - P.S. 97 The Highlawn,,,99.0,97.0,90.0,99.0,97.0,,
21K098 - I.S. 98 Bay Academy,,,91.0,92.0,76.0,93.0,93.0,,
21K099 - P.S. 099 Isaac Asimov,,,83.0,85.0,81.0,84.0,87.0,,
21K100 - P.S. 100 The Coney Island School,80.0,90.0,93.0,95.0,91.0,92.0,96.0,100.0,100.0
21K101 - P.S. 101 The Verrazano,89.0,100.0,98.0,96.0,85.0,99.0,98.0,100.0,100.0
21K121 - P.S. 121 Nelson A. Rockefeller,,,91.0,98.0,90.0,93.0,97.0,,
21K128 - P.S. 128 Bensonhurst,,,95.0,92.0,85.0,96.0,95.0,,
21K153 - P.S. 153 Homecrest,75.0,100.0,94.0,96.0,88.0,96.0,96.0,100.0,88.0
21K177 - P.S. 177 The Marlboro,89.0,99.0,97.0,94.0,89.0,98.0,96.0,100.0,100.0
21K188 - P.S. 188 Michael E. Berdy,,,91.0,95.0,95.0,93.0,95.0,,
21K199 - P.S. 199 Frederick Wachtel,,,98.0,97.0,94.0,99.0,99.0,,
21K209 - P.S. 209 Margaret Mead,100.0,80.0,93.0,93.0,80.0,95.0,95.0,80.0,80.0
21K212 - P.S. 212 Lady Deborah Moody,67.0,91.0,98.0,97.0,92.0,98.0,98.0,100.0,88.0
21K215 - P.S. 215 Morris H. Weiss,50.0,89.0,93.0,95.0,87.0,94.0,96.0,100.0,100.0
21K216 - P.S. 216 Arturo Toscanini,82.0,100.0,97.0,96.0,92.0,99.0,97.0,100.0,94.0
21K225 - P.S. K225 - The Eileen E. Zaglin,,,94.0,89.0,87.0,94.0,93.0,,
21K226 - P.S. 226 Alfred De B. Mason,70.0,91.0,96.0,94.0,85.0,98.0,95.0,91.0,85.0
21K228 - I.S. 228 David A. Boody,,,95.0,91.0,72.0,96.0,95.0,,
21K238 - P.S. 238 Anne Sullivan,95.0,100.0,96.0,95.0,83.0,96.0,96.0,100.0,100.0
21K239 - Mark Twain I.S. 239 for the Gifted & Talented,,,89.0,88.0,74.0,94.0,89.0,,
21K253 - P.S. 253,,,97.0,96.0,89.0,98.0,97.0,,
21K281 - I.S. 281 Joseph B Cavallaro,,,95.0,92.0,74.0,95.0,93.0,,
21K288 - P.S. 288 The Shirley Tanyhill,,,98.0,96.0,93.0,97.0,97.0,,
21K303 - I.S. 303 Herbert S. Eisenberg,,,92.0,89.0,73.0,93.0,91.0,,
21K329 - P.S. 329 Surfside,83.0,83.0,97.0,94.0,83.0,94.0,94.0,83.0,83.0
21K337 - International High School at Lafayette,,,98.0,98.0,71.0,98.0,100.0,,
21K344 - Rachel Carson High School for Coastal Studies,,,72.0,81.0,73.0,72.0,82.0,,
21K348 - High School of Sports Management,,,96.0,87.0,80.0,95.0,92.0,,
21K410 - Abraham Lincoln High School,,,90.0,86.0,60.0,93.0,89.0,,
21K468 - Kingsborough Early College School,,,94.0,96.0,77.0,93.0,92.0,,
21K525 - Edward R. Murrow High School,,,87.0,89.0,71.0,90.0,91.0,,
21K540 - John Dewey High School,,,92.0,88.0,55.0,92.0,90.0,,
21K559 - Life Academy High School for Film and Music,,,94.0,84.0,64.0,87.0,92.0,,
21K572 - Leaders High School,,,97.0,94.0,89.0,98.0,99.0,,
21K620 - William E. Grady Career and Technical Education High School,,,97.0,96.0,78.0,99.0,99.0,,
21K690 - Brooklyn Studio Secondary School,,,94.0,95.0,67.0,96.0,97.0,,
21K728 - Liberation Diploma Plus,,,99.0,100.0,84.0,100.0,99.0,,
22K014 - J.H.S. 014 Shell Bank,,,93.0,91.0,82.0,95.0,92.0,,
22K052 - P.S. 052 Sheepshead Bay,92.0,100.0,96.0,95.0,87.0,97.0,96.0,100.0,100.0
22K078 - J.H.S. 078 Roy H. Mann,,,91.0,91.0,69.0,95.0,92.0,,
22K109 - P.S. 109,100.0,100.0,93.0,95.0,95.0,97.0,93.0,100.0,100.0
22K119 - P.S. 119 Amersfort,95.0,100.0,99.0,100.0,96.0,99.0,99.0,100.0,100.0
22K134 - P.S. K134,,,97.0,98.0,92.0,98.0,98.0,,
22K139 - P.S. 139 Alexine A. Fenty,85.0,84.0,96.0,95.0,95.0,96.0,95.0,92.0,85.0
22K152 - School of Science & Technology,,,89.0,92.0,85.0,96.0,93.0,,
22K193 - P.S. 193 Gil Hodges,100.0,100.0,97.0,97.0,90.0,97.0,97.0,100.0,100.0
22K194 - P.S. 194 Raoul Wallenberg,67.0,67.0,96.0,94.0,90.0,95.0,95.0,67.0,67.0
22K195 - P.S. 195 Manhattan Beach,,,96.0,98.0,93.0,96.0,98.0,,
22K197 - P.S. 197 - The Kings Highway Academy,71.0,98.0,94.0,95.0,87.0,95.0,96.0,100.0,100.0
22K198 - P.S. 198 Brooklyn,100.0,90.0,100.0,99.0,100.0,100.0,98.0,100.0,100.0
22K203 - P.S. 203 Floyd Bennett School,91.0,95.0,96.0,98.0,88.0,97.0,97.0,100.0,100.0
22K206 - P.S. 206 Joseph F Lamb,,,95.0,94.0,88.0,96.0,97.0,,
22K207 - P.S. 207 Elizabeth G. Leary,,,90.0,93.0,86.0,93.0,94.0,,
22K217 - P.S. 217 Colonel David Marcus School,,,97.0,97.0,90.0,98.0,96.0,,
22K222 - P.S. 222 Katherine R. Snyder,,,91.0,96.0,90.0,91.0,95.0,,
22K234 - J.H.S. 234 Arthur W. Cunningham,,,88.0,87.0,73.0,90.0,90.0,,
22K236 - P.S. 236 Mill Basin,,,96.0,97.0,89.0,93.0,97.0,,
22K240 - Andries Hudde,,,95.0,93.0,83.0,95.0,95.0,,
22K245 - P.S. 245,92.0,100.0,95.0,93.0,92.0,95.0,94.0,100.0,100.0
22K251 - P.S. 251 Paerdegat,,,88.0,91.0,85.0,90.0,90.0,,
22K254 - P.S. 254 Dag Hammarskjold,,,93.0,95.0,85.0,94.0,97.0,,
22K255 - P.S. 255 Barbara Reing School,,,89.0,93.0,89.0,92.0,93.0,,
22K277 - P.S. 277 Gerritsen Beach,70.0,91.0,90.0,93.0,85.0,92.0,92.0,91.0,91.0
22K278 - J.H.S. 278 Marine Park,,,75.0,84.0,74.0,74.0,85.0,,
22K312 - P.S. 312 Bergen Beach,72.0,95.0,94.0,97.0,91.0,95.0,97.0,100.0,89.0
22K315 - P.S. K315,85.0,100.0,98.0,96.0,92.0,99.0,99.0,100.0,100.0
22K326 - P.S. 326,100.0,100.0,100.0,100.0,95.0,100.0,99.0,100.0,89.0
22K361 - P.S. 361 East Flatbush Early Childhood School,,,95.0,94.0,93.0,96.0,96.0,,
22K381 - I. S. 381,,,95.0,96.0,83.0,98.0,97.0,,
22K405 - Midwood High School,,,91.0,87.0,63.0,92.0,92.0,,
22K425 - James Madison High School,,,95.0,92.0,68.0,94.0,94.0,,
22K535 - Leon M. Goldstein High School for the Sciences,,,95.0,87.0,77.0,96.0,92.0,,
22K555 - Brooklyn College Academy,,,94.0,95.0,86.0,97.0,96.0,,
22K611 - Origins High School,,,92.0,91.0,71.0,90.0,91.0,,
22K630 - Professional Pathways High School,,,100.0,99.0,25.0,100.0,99.0,,
22K889 - P.S. 889,88.0,94.0,96.0,96.0,97.0,98.0,97.0,100.0,88.0
22K890 - M.S. 890,,,98.0,98.0,86.0,98.0,99.0,,
23K041 - P.S. 041 Francis White,,,56.0,98.0,93.0,55.0,98.0,,
23K137 - P.S./I.S. 137 Rachel Jean Mitchell,83.0,100.0,91.0,98.0,88.0,98.0,96.0,100.0,100.0
23K150 - P.S. 150 Christopher,100.0,100.0,100.0,99.0,88.0,98.0,98.0,100.0,100.0
23K155 - P.S./ I.S. 155 Nicholas Herkimer,,,85.0,89.0,85.0,89.0,91.0,,
23K156 - P.S. 156 Waverly,,,91.0,94.0,90.0,92.0,95.0,,
23K165 - P.S. 165 Ida Posner,75.0,97.0,96.0,97.0,90.0,97.0,98.0,100.0,100.0
23K178 - P.S. 178 Saint Clair Mckelway,91.0,89.0,97.0,94.0,95.0,97.0,95.0,96.0,90.0
23K184 - P.S. 184 Newport,,,91.0,95.0,88.0,92.0,96.0,,
"23K284 - The Gregory Jocko Jackson School of Sports, Art, and Technology",100.0,100.0,99.0,98.0,94.0,99.0,99.0,100.0,100.0
23K298 - P.S. 298 Dr. Betty Shabazz,89.0,100.0,94.0,93.0,92.0,93.0,92.0,100.0,100.0
23K323 - P.S./I.S. 323,88.0,97.0,94.0,92.0,88.0,91.0,94.0,91.0,97.0
23K327 - P.S. 327 Dr. Rose B. English,67.0,100.0,93.0,92.0,91.0,93.0,93.0,100.0,100.0
23K363 - Brownsville Collaborative Middle School,,,100.0,100.0,91.0,100.0,100.0,,
23K392 - I.S. 392,,,98.0,92.0,85.0,97.0,94.0,,
23K401 - Christopher Avenue Community School,,,94.0,91.0,94.0,96.0,94.0,,
23K446 - Riverdale Avenue Community School,86.0,94.0,96.0,94.0,89.0,94.0,95.0,100.0,81.0
23K493 - Brooklyn Collegiate: A College Board School,,,100.0,98.0,85.0,98.0,97.0,,
23K514 - Frederick Douglass Academy VII High School,,,99.0,98.0,80.0,99.0,99.0,,
23K518 - Kappa V (Knowledge and Power Preparatory Academy),,,92.0,96.0,88.0,97.0,92.0,,
23K522 - Mott Hall IV,,,94.0,94.0,88.0,91.0,97.0,,
23K599 - Brooklyn Landmark Elementary School,67.0,84.0,97.0,95.0,94.0,96.0,96.0,89.0,78.0
23K643 - Brooklyn Democracy Academy,,,96.0,100.0,72.0,97.0,99.0,,
23K644 - Eagle Academy for Young Men II,,,99.0,96.0,89.0,99.0,97.0,,
23K647 - Metropolitan Diploma Plus High School,,,85.0,100.0,95.0,100.0,93.0,,
23K664 - Brooklyn Environmental Exploration School (BEES),,,98.0,97.0,68.0,99.0,98.0,,
23K668 - Riverdale Avenue Middle School,,,98.0,97.0,65.0,96.0,97.0,,
23K671 - Mott Hall Bridges Academy,,,97.0,96.0,88.0,94.0,94.0,,
23K697 - Teachers Preparatory High School,,,97.0,92.0,84.0,87.0,92.0,,
24Q005 - I.S. 5 - The Walter Crowley Intermediate School,,,94.0,87.0,68.0,95.0,94.0,,
24Q007 - P.S. 007 Louis F. Simeone,100.0,100.0,96.0,96.0,90.0,98.0,97.0,100.0,100.0
24Q012 - P.S. 012 James B. Colgate,,,96.0,96.0,92.0,98.0,97.0,,
24Q013 - P.S. 013 Clement C. Moore,,,92.0,93.0,87.0,94.0,95.0,,
24Q014 - P.S. 014 Fairview,,,96.0,91.0,83.0,96.0,94.0,,
24Q016 - P.S. Q016 The Nancy DeBenedittis School,,,96.0,95.0,87.0,96.0,96.0,,
24Q019 - P.S. 019 Marino Jeantet,100.0,100.0,97.0,96.0,91.0,98.0,97.0,100.0,100.0
24Q028 - P.S. 28 - The Thomas Emanuel Early Childhood Center,,,93.0,96.0,93.0,96.0,96.0,,
24Q049 - P.S. 049 Dorothy Bonawit Kole,,,90.0,93.0,86.0,94.0,95.0,,
24Q058 - P.S. 58 - The School of Heroes,61.0,93.0,95.0,93.0,84.0,95.0,96.0,95.0,90.0
24Q061 - I.S. 061 Leonardo Da Vinci,,,93.0,91.0,80.0,94.0,93.0,,
24Q068 - P.S. 068 Cambridge,60.0,80.0,95.0,95.0,90.0,97.0,96.0,90.0,90.0
24Q071 - P.S. 071 Forest,,,73.0,83.0,91.0,74.0,88.0,,
24Q073 - I.S. 73 - The Frank Sansivieri Intermediate School,,,96.0,92.0,77.0,96.0,95.0,,
24Q077 - Joseph F. Quinn Intermediate School 77,,,86.0,86.0,74.0,91.0,94.0,,
24Q081 - P.S. 81Q Jean Paul Richter,88.0,94.0,98.0,94.0,89.0,97.0,97.0,100.0,100.0
24Q087 - P.S./I.S. 087 Middle Village,,,95.0,97.0,89.0,94.0,99.0,,
24Q088 - P.S. 088 Seneca,93.0,93.0,94.0,93.0,91.0,93.0,94.0,100.0,93.0
24Q089 - P.S. 89Q: The Jose Peralta School of Dreamers,,,97.0,94.0,90.0,95.0,96.0,,
24Q091 - P.S. 091 Richard Arkwright,79.0,96.0,97.0,95.0,92.0,98.0,96.0,96.0,96.0
24Q093 - I.S. 093 Ridgewood,,,93.0,91.0,82.0,96.0,93.0,,
24Q102 - P.S. 102 Bayview,,,96.0,93.0,87.0,97.0,96.0,,
24Q110 - P.S. 110,,,98.0,96.0,91.0,98.0,97.0,,
24Q113 - P.S./I.S. 113 Anthony J. Pranzo,78.0,100.0,92.0,95.0,87.0,95.0,97.0,96.0,96.0
24Q119 - P.S./I.S. 119 The Glendale,,,95.0,90.0,79.0,95.0,93.0,,
24Q125 - I.S. 125 Thom J. McCann Woodside,,,97.0,91.0,74.0,98.0,97.0,,
"24Q128 - P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",,,94.0,92.0,88.0,93.0,92.0,,
24Q143 - P.S. 143 Louis Armstrong,,,96.0,95.0,86.0,97.0,97.0,,
24Q153 - P.S. 153 Maspeth Elem,,,93.0,92.0,85.0,94.0,94.0,,
24Q199 - P.S. 199 Maurice A. Fitzgerald,89.0,100.0,96.0,92.0,89.0,95.0,94.0,100.0,100.0
24Q211 - Elm Tree Elementary School,80.0,100.0,96.0,96.0,88.0,97.0,97.0,100.0,97.0
24Q229 - P.S. 229 Emanuel Kaplan,78.0,100.0,97.0,97.0,89.0,98.0,97.0,100.0,88.0
24Q236 - International High School for Health Sciences,,,96.0,96.0,82.0,98.0,97.0,,
24Q239 - P.S. 239,,,97.0,96.0,90.0,99.0,99.0,,
24Q264 - Academy of Finance and Enterprise,,,96.0,94.0,77.0,96.0,96.0,,
24Q267 - High School of Applied Communication,,,97.0,91.0,73.0,95.0,98.0,,
24Q290 - A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,78.0,78.0,98.0,94.0,91.0,97.0,96.0,100.0,78.0
24Q293 - Civic Leadership Academy,,,97.0,94.0,72.0,98.0,96.0,,
24Q296 - Pan American International High School,,,99.0,99.0,87.0,100.0,100.0,,
24Q299 - Bard High School Early College Queens,,,86.0,86.0,83.0,86.0,85.0,,
24Q305 - Learners and Leaders,,,92.0,91.0,87.0,91.0,96.0,,
24Q307 - Pioneer Academy,,,95.0,92.0,86.0,96.0,95.0,,
24Q311 - Corona Arts & Sciences Academy,,,95.0,92.0,85.0,98.0,96.0,,
24Q330 - Helen M. Marshall School,,,95.0,95.0,90.0,94.0,96.0,,
24Q343 - The Children's Lab School,,,98.0,96.0,92.0,97.0,97.0,,
24Q455 - Newtown High School,,,95.0,90.0,67.0,95.0,94.0,,
24Q485 - Grover Cleveland High School,,,95.0,91.0,64.0,96.0,94.0,,
24Q520 - Middle College High School at LaGuardia Community College,,,96.0,93.0,76.0,98.0,94.0,,
24Q530 - International High School at LaGuardia Community College,,,100.0,99.0,94.0,99.0,99.0,,
24Q550 - High School for Arts and Business,,,95.0,89.0,60.0,96.0,94.0,,
"24Q560 - Robert F. Wagner, Jr. Secondary School for Arts and Technology",,,96.0,92.0,77.0,97.0,94.0,,
24Q585 - Maspeth High School,,,95.0,95.0,65.0,94.0,96.0,,
24Q600 - Queens Technical High School,,,95.0,89.0,77.0,95.0,92.0,,
24Q610 - Aviation Career & Technical Education High School,,,95.0,89.0,59.0,95.0,91.0,,
25Q020 - P.S. 020 John Bowne,73.0,94.0,99.0,97.0,83.0,99.0,98.0,100.0,88.0
25Q021 - P.S. 021 Edward Hart,90.0,95.0,97.0,96.0,86.0,98.0,96.0,98.0,96.0
25Q022 - P.S. 022 Thomas Jefferson,56.0,95.0,96.0,95.0,88.0,96.0,96.0,89.0,89.0
25Q024 - P.S. 024 Andrew Jackson,79.0,94.0,98.0,98.0,86.0,99.0,99.0,100.0,96.0
25Q025 - I.S. 025 Adrien Block,,,95.0,92.0,78.0,97.0,94.0,,
25Q029 - P.S. 029 Queens,91.0,100.0,96.0,96.0,89.0,96.0,98.0,100.0,100.0
25Q032 - P.S. 032 State Street,,,97.0,97.0,90.0,98.0,98.0,,
25Q079 - P.S. 079 Francis Lewis,,,97.0,95.0,87.0,97.0,98.0,,
25Q107 - P.S. 107 Thomas A Dooley,80.0,80.0,95.0,94.0,87.0,97.0,97.0,80.0,80.0
25Q120 - P.S. 120 Queens,94.0,97.0,98.0,97.0,83.0,99.0,97.0,100.0,97.0
25Q129 - P.S. 129 Patricia Larkin,,,95.0,94.0,90.0,95.0,96.0,,
25Q130 - P.S. 130,82.0,100.0,98.0,97.0,90.0,99.0,97.0,100.0,100.0
25Q154 - P.S. 154 Queens,,,97.0,96.0,88.0,97.0,97.0,,
25Q163 - P.S. 163 Flushing Heights,87.0,100.0,96.0,96.0,87.0,96.0,97.0,100.0,100.0
25Q164 - P.S. 164 Queens Valley,86.0,93.0,97.0,94.0,86.0,99.0,96.0,100.0,100.0
25Q165 - P.S. 165 Edith K. Bergtraum,86.0,100.0,95.0,96.0,88.0,96.0,98.0,100.0,100.0
25Q169 - P.S. 169 Bay Terrace,,,93.0,94.0,91.0,95.0,95.0,,
25Q184 - P.S. 184 Flushing Manor,80.0,96.0,97.0,96.0,87.0,98.0,97.0,100.0,88.0
25Q185 - J.H.S. 185 Edward Bleeker,,,97.0,92.0,75.0,97.0,96.0,,
25Q189 - J.H.S. 189 Daniel Carter Beard,,,96.0,91.0,70.0,95.0,93.0,,
25Q193 - P.S. 193 Alfred J. Kennedy,92.0,96.0,89.0,97.0,96.0,92.0,97.0,100.0,92.0
25Q194 - J.H.S. 194 William Carr,,,96.0,90.0,76.0,96.0,93.0,,
25Q200 - P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,86.0,100.0,98.0,98.0,93.0,98.0,98.0,100.0,100.0
25Q201 - P.S. 201 The Discovery School for Inquiry and Research,100.0,100.0,99.0,99.0,83.0,100.0,99.0,100.0,100.0
25Q209 - P.S. 209 Clearview Gardens,63.0,100.0,90.0,92.0,88.0,90.0,93.0,100.0,100.0
25Q214 - P.S. 214 Cadwallader Colden,,,92.0,96.0,86.0,95.0,96.0,,
25Q219 - P.S. 219 Paul Klapper,83.0,86.0,96.0,96.0,92.0,97.0,98.0,86.0,86.0
25Q237 - I.S. 237,,,94.0,86.0,64.0,94.0,90.0,,
25Q240 - Veritas Academy,,,92.0,88.0,63.0,97.0,95.0,,
25Q241 - Queens High School for Language Studies,,,96.0,95.0,80.0,97.0,97.0,,
25Q242 - P.S. 242 Leonard P. Stavisky Early Childhood School,92.0,100.0,99.0,98.0,91.0,98.0,99.0,100.0,100.0
25Q244 - The Active Learning Elementary School,88.0,83.0,98.0,97.0,94.0,98.0,97.0,89.0,89.0
25Q250 - I.S. 250 The Robert F. Kennedy Community Middle School,,,94.0,94.0,79.0,95.0,94.0,,
"25Q252 - Queens School of Inquiry, The",,,97.0,93.0,82.0,96.0,96.0,,
25Q263 - Flushing International High School,,,95.0,93.0,77.0,96.0,95.0,,
25Q281 - East-West School of International Studies,,,95.0,92.0,72.0,95.0,95.0,,
25Q285 - World Journalism Preparatory: A College Board School,,,96.0,93.0,78.0,97.0,93.0,,
25Q294 - BELL Academy,,,99.0,97.0,85.0,99.0,98.0,,
25Q379 - College Point Collaborative,,,95.0,94.0,81.0,96.0,94.0,,
25Q425 - John Bowne High School,,,94.0,88.0,66.0,93.0,91.0,,
25Q460 - Flushing High School,,,96.0,94.0,70.0,96.0,95.0,,
"25Q499 - The Queens College School for Math, Science and Technology",80.0,100.0,89.0,94.0,88.0,92.0,97.0,100.0,80.0
25Q525 - Townsend Harris High School,,,94.0,92.0,76.0,95.0,94.0,,
25Q540 - Queens Academy High School,,,65.0,84.0,55.0,84.0,87.0,,
25Q670 - Robert F. Kennedy Community High School,,,92.0,91.0,66.0,92.0,89.0,,
25Q792 - North Queens Community High School,,,98.0,98.0,78.0,100.0,100.0,,
26Q018 - P.S. 018 Winchester,80.0,100.0,99.0,98.0,92.0,100.0,99.0,100.0,80.0
26Q026 - P.S. 026 Rufus King,,,97.0,96.0,91.0,97.0,97.0,,
26Q031 - P.S. 031 Bayside,57.0,93.0,89.0,94.0,92.0,90.0,96.0,86.0,100.0
26Q041 - P.S. 041 Crocheron,,,97.0,97.0,94.0,97.0,98.0,,
26Q046 - P.S. 046 Alley Pond,100.0,93.0,96.0,96.0,92.0,97.0,98.0,100.0,100.0
26Q067 - J.H.S. 067 Louis Pasteur,,,98.0,95.0,79.0,99.0,96.0,,
26Q074 - J.H.S. 074 Nathaniel Hawthorne,,,96.0,93.0,82.0,97.0,94.0,,
26Q094 - P.S. 094 David D. Porter,,,97.0,98.0,93.0,98.0,99.0,,
26Q098 - P.S. 098 The Douglaston School,,,97.0,100.0,100.0,99.0,99.0,,
26Q115 - The James J. Ambrose School,,,93.0,94.0,92.0,94.0,95.0,,
26Q133 - P.S. 133 Queens,89.0,100.0,94.0,96.0,90.0,95.0,97.0,100.0,100.0
26Q158 - M.S. 158 Marie Curie,,,92.0,88.0,68.0,95.0,91.0,,
26Q159 - P.S. 159,,,99.0,96.0,92.0,98.0,97.0,,
26Q162 - P.S. 162 John Golden,100.0,100.0,89.0,92.0,91.0,88.0,92.0,100.0,100.0
26Q172 - Irwin Altman Middle School 172,,,95.0,92.0,81.0,93.0,93.0,,
26Q173 - P.S. 173 Fresh Meadows,57.0,93.0,97.0,97.0,92.0,98.0,98.0,93.0,100.0
26Q178 - P.S./ IS 178 Holliswood,75.0,100.0,86.0,90.0,87.0,82.0,90.0,100.0,100.0
26Q186 - P.S. 186 Castlewood,88.0,94.0,95.0,95.0,92.0,90.0,96.0,88.0,100.0
26Q188 - P.S. 188 Kingsbury,80.0,97.0,96.0,97.0,94.0,97.0,98.0,100.0,100.0
26Q191 - P.S. 191 Mayflower,79.0,93.0,98.0,96.0,91.0,98.0,98.0,87.0,80.0
26Q203 - P.S. 203 Oakland Gardens,100.0,100.0,93.0,95.0,92.0,92.0,95.0,100.0,100.0
26Q205 - P.S. 205 Alexander Graham Bell,60.0,100.0,97.0,97.0,90.0,98.0,97.0,100.0,100.0
26Q213 - P.S. 213 The Carl Ullman School,100.0,100.0,95.0,95.0,91.0,97.0,95.0,100.0,100.0
26Q216 - J.H.S. 216 George J. Ryan,,,87.0,85.0,82.0,88.0,88.0,,
26Q221 - P.S. 221 The North Hills School,100.0,100.0,98.0,98.0,91.0,100.0,99.0,100.0,100.0
26Q266 - P.S./I.S. 266,,,96.0,95.0,93.0,97.0,96.0,,
26Q315 - Business Technology Early College High School,,,98.0,95.0,88.0,99.0,98.0,,
26Q376 - P.S. 376,82.0,99.0,96.0,97.0,91.0,97.0,97.0,97.0,97.0
26Q390 - The CIVIC School of Bayside Hills,58.0,92.0,93.0,93.0,91.0,97.0,94.0,92.0,92.0
26Q415 - Benjamin N. Cardozo High School,,,85.0,85.0,66.0,89.0,89.0,,
26Q430 - Francis Lewis High School,,,95.0,91.0,66.0,97.0,93.0,,
26Q435 - Martin Van Buren High School,,,90.0,92.0,69.0,92.0,91.0,,
26Q495 - Bayside High School,,,90.0,90.0,67.0,93.0,91.0,,
